weight	keystoneindexrank_1	keystoneindexrank_2	key_1	key_2	dataset_1	dataset_2	idtaxonomy_1	idtaxonomy_2	taxonomy_1	taxonomy_2	optimatemp_1	optimatemp_2	amplicon_1	amplicon_2	lineage_1	lineage_2	taxid_1	taxid_2	silvataxidtaxonomy_1	silvataxidtaxonomy_2	pidaInteractionRef	pidaInteractionLink	pidaInteractionType	pidalevel	globiInteractionRef	globiInteractionLink	globiInteractionType	globilevel
0.966635431271004	1	219	9434_02	4675_3	18SV4	18SV4	100.0	99.5	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|phytoplankton_environmental_sample	Eukaryota|Archaeplastida|Chloroplastida|Chlorophyta|Mamiellophyceae|Mamiellales	9.9	14.68	e494a56a78aea333263b746431eee907e8f304e8_02	57e67500de2d51cc330efe17fad85419b9e78387_3	[4, 9360, 9376, 0, 0, 0]	[4, 0, 5724, 12630, 0, 0]	9376	12630	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;	None	None	None	-1	None	None	None	-1
0.964739088896699	1	69	9434_02	9812_3	18SV4	18SV4	100.0	100.0	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|phytoplankton_environmental_sample	Eukaryota|Amorphea|Obazoa|Opisthokonta|Holozoa|Choanozoa|Choanoflagellata|Choanoflagellida|Craspedida	9.9	12.5	e494a56a78aea333263b746431eee907e8f304e8_02	efdc269bb6ebb9e174d1bc1d74ef088587531a90_3	[4, 9360, 9376, 0, 0, 0]	[4, 0, 0, 0, 0, 0]	9376	4	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	Eukaryota;	None	None	None	-1	None	None	None	-1
0.787833392620087	1	220	9434_02	12494_3	18SV4	COI	100.0	85.1	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|phytoplankton_environmental_sample	Eukaryota|Stramenopiles|PX clade|Phaeophyceae|Ectocarpales|Chordariaceae|g:Proselachista|Proselachista+taeniiformis	9.9	10.15	e494a56a78aea333263b746431eee907e8f304e8_02	f42685bd61bd3c06ca6eff366bffc7b30b4f3b6d_3	[4, 9360, 9376, 0, 0, 0]	[4, 0, 9981, 9996, 0, 0]	9376	9996	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	Eukaryota;SAR;Stramenopiles;Ochrophyta;Phaeophyceae;Ectocarpales;	None	None	None	-1	None	None	None	-1
0.782059349364666	1	6	9434_02	5761_3	18SV4	18SV4	100.0	99.2	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|phytoplankton_environmental_sample	Eukaryota|SAR|Alveolata|Dinoflagellata|Dinophyceae|Gymnodiniphycidae|Suessiaceae|Pelagodinium|uncultured_eukaryote	9.9	15.07	e494a56a78aea333263b746431eee907e8f304e8_02	7955ee2026ee59e41a9e3634777f0f1d50356624_3	[4, 9360, 9376, 0, 0, 0]	[4, 9217, 9219, 9232, 9259, 9261]	9376	9261	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;Pelagodinium;	['Velo-Suárez 2013', 'Salomon 2009', 'Siano 2011', 'Unpublished', 'Cachon & Cachon 1987', 'Cachon 1964', 'Chambouvet et al. 2011', 'Solomon et al. 2003', 'Alves-De-Souza et al. 2012', 'Coats et al. 2010', 'Chatton and Biecheler 1934', 'Coats & Park 2002', 'Gunderson et al. 1999', 'Kim & Park 2014', 'Kim et al. 2008', 'Gunderson et al. 2002', 'Gisselson et al. 2002', 'Salomon et al. 2003', 'Park et al. 2004', 'Coats et al. 1996', 'Chambouvet et al. 2008', 'Bachvaroff et al. 2009', 'Janson et al. 2000']	[nan, '10.1111/j.1550-7408.2007.00295.x', '10.1126/science.1164387', '10.1111/j.1550-7408.2010.00504.x', 'http://gallica.bnf.fr/ark:/12148/bpt6k3151h/f252.item', '“Contribution à l’étude des péridiniens parasites. Cytologie, cycles évolutifs.”, Ann. Sci. Nat. Zool., vol. 6, pp. 1-158, 1964', '10.1111/j.1550-7408.2004.tb00539.x', '10.1046/j.1462-2920.2003.00511.x', '10.1111/j.1550-7408.2002.tb00230.x', '10.1111/jeu.12097', 'Unpublished', '10.1111/j.1550-7408.2009.00433.x', '10.1111/j.1550-7408.1999.tb04603.x', '10.1016/j.protis.2010.12.001', '10.3354/ame01293 ', 'http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf', '10.5194/bg-8-267-2011', 'doi:10.5194/bg-8-267-2011', '10.1016/j.resmic.2011.03.002', 'https://doi.org/10.1371/journal.pone.0081150', '10.3354/ame01567', '10.1016/S1568-9883(02)00050-1', '10.3354/ame011001', '10.1046/j.1529-8817.2002.01200.x', '10.1007/s004360000272']	['parasitism']	2	['Meyer R.S., et al.,\xa0Beach environmental DNA fills gaps in photographic biomonitoring to track spatiotemporal community turnover across 82 phyla. Environmental DNA, submitted June 3, 2019']	[nan]	['coOccursWith']	1
0.771615207195282	1	218	9434_02	11485_3	18SV4	COI	100.0	86.3	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|phytoplankton_environmental_sample	Eukaryota|Stramenopiles|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Bacillariales|Bacillariaceae|g:Nitzschia|Nitzschia+frustulum	9.9	10.15	e494a56a78aea333263b746431eee907e8f304e8_02	805367354630ab33d3988f276d84d2fc55691afc_3	[4, 9360, 9376, 0, 0, 0]	[4, 9782, 9785, 0, 0, 9823]	9376	9823	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Nitzschia;	None	None	None	-1	None	None	None	-1
0.667876660823822	1	194	9434_02	1636_02	18SV4	16SV4V5	100.0	100.0	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|phytoplankton_environmental_sample	Bacteria|Cyanobacteria|Cyanobacteriia|Chloroplast|uncultured_bacterium	9.9	10.15	e494a56a78aea333263b746431eee907e8f304e8_02	f612659c3605998d4007f74e370a62781d78bf8c_02	[4, 9360, 9376, 0, 0, 0]	[3, 1500, 44560, 44561, 0, 0]	9376	44561	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;	None	None	None	-1	None	None	None	-1
0.9982348261415	2	60	340_02	14141_3	16SV4V5	18SV1V2	100.0	99.2	Bacteria|Planctomycetota|Planctomycetes|Planctomycetales|Gimesiaceae|uncultured	Eukaryota|SAR|Rhizaria|Cercozoa|Thecofilosea|Cryomonadida|Protaspidae|Cryothecomonas|uncultured_marine_eukaryote	9.4	9.9	30f4f7e646694853f288572a0a923e6abc2bb2fc_02	d311ee4cfbfef181676cb25cefc450b9e7a77a23_3	[3, 46016, 46071, 46108, 46109, 0]	[4, 9388, 9514, 9517, 9518, 9519]	46109	9519	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;	Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas;	None	None	None	-1	['https://www.ucedna.com']	[nan]	['coOccursWith']	3
0.997969581761372	2	57	340_02	14256_3	16SV4V5	18SV1V2	100.0	95.9	Bacteria|Planctomycetota|Planctomycetes|Planctomycetales|Gimesiaceae|uncultured	Eukaryota|SAR|Stramenopiles|Labyrinthulomycetes|uncultured|Oblongichytrium_sp._TN6	9.4	9.4	30f4f7e646694853f288572a0a923e6abc2bb2fc_02	e2b761d6556192f4d92d745ef9cf62bf359bf176_3	[3, 46016, 46071, 46108, 46109, 0]	[4, 9651, 0, 0, 0, 0]	46109	9651	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;	Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;	None	None	None	-1	None	None	None	-1
0.747628152370453	2	165	340_02	6059_3	16SV4V5	18SV4	100.0	99.5	Bacteria|Planctomycetota|Planctomycetes|Planctomycetales|Gimesiaceae|uncultured	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_II|uncultured_alveolate	9.4	9.54	30f4f7e646694853f288572a0a923e6abc2bb2fc_02	81b645977cb936613991970a7f53959d8a2c447e_3	[3, 46016, 46071, 46108, 46109, 0]	[4, 9360, 9376, 0, 0, 0]	46109	9376	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	None	None	None	-1	None	None	None	-1
0.660756125510435	2	10	340_02	1482_3	16SV4V5	16SV4V5	100.0	100.0	Bacteria|Planctomycetota|Planctomycetes|Planctomycetales|Gimesiaceae|uncultured	Bacteria|Bdellovibrionota|Bdellovibrionia|Bdellovibrionales|Bdellovibrionaceae|OM27_clade|uncultured_delta_proteobacterium	9.4	NA	30f4f7e646694853f288572a0a923e6abc2bb2fc_02	e2968c0b59634bb268aa0e1f8762f9485252bd21_3	[3, 46016, 46071, 46108, 46109, 0]	[3, 44430, 44431, 44438, 44439, 0]	46109	44439	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;	None	None	None	-1	None	None	None	-1
0.657599091529846	2	54	340_02	1366_02	16SV4V5	16SV4V5	100.0	100.0	Bacteria|Planctomycetota|Planctomycetes|Planctomycetales|Gimesiaceae|uncultured	Bacteria|Proteobacteria|Alphaproteobacteria|AT-s3-44|uncultured_bacterium	9.4	9.8	30f4f7e646694853f288572a0a923e6abc2bb2fc_02	d34ad1a0354893c34a76e6e1062cee5f8d568bc6_02	[3, 46016, 46071, 46108, 46109, 0]	[3, 2375, 2379, 0, 0, 0]	46109	2379	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;	Bacteria;Proteobacteria;Alphaproteobacteria;	None	None	None	-1	None	None	None	-1
0.985304450283106	3	522	3869_3	1478_3	18SV4	16SV4V5	90.9	100.0	Eukaryota|Cryptophyceae|Cryptomonadales|Rhodomonas|Rhinomonas_nottbecki	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Magnetospiraceae|uncultured	9.9	12.15	4020a277c4119d51993dcf5524cf4a78d0e866c0_3	e21edcb44d75e917d436ac8469674226c6209298_3	[4, 0, 0, 6202, 0, 6214]	[3, 2375, 2379, 2667, 26178, 0]	6214	26178	Eukaryota;Cryptophyceae;Cryptomonadales;Rhodomonas;	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;	None	None	None	-1	None	None	None	-1
0.979916894004587	3	11	3869_3	13005_3	18SV4	18SV1V2	90.9	96.9	Eukaryota|Cryptophyceae|Cryptomonadales|Rhodomonas|Rhinomonas_nottbecki	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Amoebophrya|uncultured_eukaryote	9.9	9.92	4020a277c4119d51993dcf5524cf4a78d0e866c0_3	3964b1c2493d259b9e29e074ef7b5af902641fdf_3	[4, 0, 0, 6202, 0, 6214]	[4, 9360, 9376, 0, 0, 9377]	6214	9377	Eukaryota;Cryptophyceae;Cryptomonadales;Rhodomonas;	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;	None	None	None	-1	None	None	None	-1
0.952179431915283	3	521	3869_3	528_3	18SV4	16SV4V5	90.9	100.0	Eukaryota|Cryptophyceae|Cryptomonadales|Rhodomonas|Rhinomonas_nottbecki	Bacteria|Planctomycetota|Planctomycetes|Pirellulales|Pirellulaceae|Blastopirellula	9.9	9.4	4020a277c4119d51993dcf5524cf4a78d0e866c0_3	50ba5c89b8a52c42a8339ea269de88f244dc3c3d_3	[4, 0, 0, 6202, 0, 6214]	[3, 46016, 46071, 46089, 46090, 46091]	6214	46091	Eukaryota;Cryptophyceae;Cryptomonadales;Rhodomonas;	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;	None	None	None	-1	None	None	None	-1
0.937677066794269	3	520	3869_3	306_02	18SV4	16SV4V5	90.9	100.0	Eukaryota|Cryptophyceae|Cryptomonadales|Rhodomonas|Rhinomonas_nottbecki	Archaea|Crenarchaeota|Nitrososphaeria|Nitrosopumilales|Nitrosopumilaceae|Candidatus_Nitrosopelagicus|uncultured_marine_archaeon	9.9	9.4	4020a277c4119d51993dcf5524cf4a78d0e866c0_3	2cf9b2227c9680a27d528f97f75c3c3abb55443c_02	[4, 0, 0, 6202, 0, 6214]	[2, 6, 42927, 42939, 42940, 0]	6214	42940	Eukaryota;Cryptophyceae;Cryptomonadales;Rhodomonas;	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;	None	None	None	-1	None	None	None	-1
0.896686971187592	3	39	3869_3	3171_3	18SV4	18SV4	90.9	97.1	Eukaryota|Cryptophyceae|Cryptomonadales|Rhodomonas|Rhinomonas_nottbecki	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|uncultured_eukaryote	9.9	12.15	4020a277c4119d51993dcf5524cf4a78d0e866c0_3	2bc275e7d2eb9a4a85506ca580c9ab16f1a92ccb_3	[4, 0, 0, 6202, 0, 6214]	[4, 9360, 9376, 0, 0, 0]	6214	9376	Eukaryota;Cryptophyceae;Cryptomonadales;Rhodomonas;	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	None	None	None	-1	None	None	None	-1
0.995116200207132	4	58	3611_3	12657_3	18SV4	18SV1V2	99.2	99.5	Eukaryota|SAR|Alveolata|Protalveolata|Syndiniales|Syndiniales_Group_I|uncultured_eukaryote	Eukaryota|Amorphea|Obazoa|Opisthokonta|Holozoa|Choanozoa|Metazoa|Animalia|BCP_clade|Cnidaria|Anthozoa|Hexacorallia|Corynactis_sp.	9.35	9.35	384ec09206e82e314f63326f5db225c19f2b7432_3	09495208d80b5bc03fe640e725ac69ca12f67e19_3	[4, 9360, 9376, 0, 0, 0]	[4, 0, 0, 0, 0, 0]	9376	4	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;	Eukaryota;	None	None	None	-1	None	None	None	-1
